,UNIQUE_ID,Long,Lat,DATE,Northeast,North,Center,West,SouthEast,Northwest,East,South,SouthWest,maxdewpti,maxhumidity,maxpressurei,maxtempi,maxwspdi,mindewpti,minhumidity,minpressurei,mintempi,precipi,MAP_UNIT_L,MAP_UNIT_N,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,G_ROCK_TYP,GN_LITH_TY,nlcd_2011_,nlcd_2001_,nlcd_2006_,Root_Moist,Precip_Mon,Soil_Moist,Soil_Moist_Depth,Soil_Temp,Vegetation
13,NLS_14,-123.8625428,45.12735743,4/14/05,,,,,,49.53107,,,,41,96,30.43,54,18,33,55,30.27,34,0.03,Tid,Diabase sill,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,basalt,plutonic,52,52,52,663.8961,226.5344,31.6753,31.68,281.53,0.72300005
14,NLS_15,-123.8199451,45.14193472,11/3/10,,,,,,21.68102,,,,57,94,30.2,75,23,43,36,30.06,50,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,43,43,43,676.6451,365.0944,32.4851,32.61,280.75,0.521
15,NLS_16,-123.8598376,45.16950749,4/14/05,,,,,,36.75171,,,,41,96,30.43,54,18,33,55,30.27,34,0.03,Tidb,Intrusive Depoe Bay Basalt,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,plutonic,42,42,42,663.8961,226.5344,31.6753,31.68,281.53,0.72300005
16,NLS_17,-123.7890352,45.12097135,11/3/10,,,,,,17.73002,,,,57,94,30.2,75,23,43,36,30.06,50,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,43,43,43,682.27704,427.4176,32.3051,33.22,278.88,0.58500004
17,NLS_18,-123.740192,45.13650504,11/4/10,,,,,,21.72427,,,,59,100,30.13,64,9,45,68,29.99,44,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,slope mudstone,sedimentary,42,42,42,682.27704,427.4176,32.3051,33.22,278.88,0.58500004
18,NLS_19,-123.7593158,45.20230883,11/4/10,,,,,,35.28288,,,,59,100,30.13,64,9,45,68,29.99,44,0,Tidb,Intrusive Depoe Bay Basalt,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,plutonic,42,42,42,685.6307,458.90558,32.3387,33.78,278.06,0.61
19,NLS_20,-123.8224243,45.19526084,5/3/05,,,,,,32.83259,,,,55,100,30.11,71,14,42,57,29.9,42,0.08,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,41,41,41,639.69037,191.04,30.9226,30.93,283.77002,0.91600007
20,NLS_21,-123.7010567,45.16267134,11/4/10,,,,,,28.12558,,,,59,100,30.13,64,9,45,68,29.99,44,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,slope mudstone,sedimentary,52,71,52,682.27704,427.4176,32.3051,33.22,278.88,0.58500004
21,NLS_22,-123.6808051,45.1478575,11/4/10,,,,,,19.37617,,,,53,100,30.15,69,7,40,51,29.93,40,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,slope mudstone,sedimentary,42,42,42,678.3091,387.0592,31.859499,33.62,277.94998,0.572
22,NLS_23,-123.7042108,45.12658332,11/4/10,,,,,,16.50026,,,,53,100,30.15,69,7,40,51,29.93,40,0,Ti,Tertiary intrusive rocks,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,basalt,plutonic,43,43,43,682.27704,427.4176,32.3051,33.22,278.88,0.58500004
23,NLS_24,-123.6904624,45.21959233,11/4/10,,,,,,12.33665,,,,59,100,30.13,64,9,45,68,29.99,44,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,42,42,42,685.6307,458.90558,32.3387,33.78,278.06,0.61
24,NLS_25,-123.7248843,45.22106837,11/4/10,,,,,,7.14026,,,,59,100,30.13,64,9,45,68,29.99,44,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,52,52,52,685.6307,458.90558,32.3387,33.78,278.06,0.61
25,NLS_26,-123.7400282,45.23601764,5/3/05,,,,,,35.14219,,,,55,100,30.11,71,14,42,57,29.9,42,0.08,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,43,43,43,638.5384,187.43039,30.8314,30.88,283.17,0.95000005
26,NLS_27,-123.6346146,45.21342833,11/4/10,,,,,,31.14815,,,,53,100,30.15,69,7,40,51,29.93,40,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,42,42,42,680.7283,413.3888,31.9867,33.86,278.01,0.61200005
27,NLS_28,-123.6821193,45.33873694,10/4/05,,,,,,39.67804,,,,47,93,30.33,61,7,42,51,30.18,47,0,Tbr,Submarine basalt tuff and breccia,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,43,43,43,557.95654,307.5712,28.1298,28.17,281.43,0.80500007
28,NLS_29,-123.6668789,45.34319732,10/4/05,,,,,,32.15603,,,,47,93,30.33,61,7,42,51,30.18,47,0,Tbr,Submarine basalt tuff and breccia,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42,557.95654,307.5712,28.1298,28.17,281.43,0.80500007
29,NLS_30,-123.9356064,45.27084967,8/9/06,,,,,,29.48738,,,,61,78,30.17,82,15,55,42,30.05,59,T,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,42,42,42,520.9504,6.9248,25.2606,25.26,284.56,0.98600006
30,NLS_31,-123.9485308,45.382114,10/4/05,,,,,,39.86969,,,,47,93,30.33,61,7,42,51,30.18,47,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,43,43,43,,,,,,
31,NLS_32,-123.8550996,45.56240501,12/5/05,,,,,,35.7822,,,,34,100,30.57,37,6,31,82,30.46,33,0,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,71,42,42,674.90424,607.25757,30.394299,33.58,276.6,0.52500004
32,NLS_33,-123.8948199,45.59159139,12/5/05,,,,,,11.23378,,,,34,100,30.57,37,6,31,82,30.46,33,0,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,slope mudstone,sedimentary,43,43,43,677.2594,657.63837,30.515099,33.559998,276.47998,0.49600002
33,NLS_34,-123.6491993,45.46096572,8/9/06,,,,,,40.23743,,,,61,78,30.17,82,15,55,42,30.05,59,T,Tbr,Submarine basalt tuff and breccia,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,43,43,43,509.3152,8.806399,24.8606,24.869999,284.18,0.98700005
34,NLS_35,-123.5928789,45.53607597,8/9/06,,,,,,36.39852,,,,61,78,30.17,82,15,55,42,30.05,59,T,Tidb,Diabase,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,basalt,plutonic,42,42,42,509.3152,8.806399,24.8606,24.869999,284.18,0.98700005
35,NLS_36,-123.5570363,45.5980826,7/1/08,,,,,,20.58125,,,,57,88,30.08,68,9,52,64,30.01,55,0,Tbr,Submarine basalt tuff and breccia,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,52,42,42,541.35223,3.7631998,25.8849,25.92,285.87006,0.99000007
36,NLS_37,-123.5321728,45.59630386,7/1/08,,,,,,19.59532,,,,61,96,30.05,83,8,48,45,29.9,51,0,Tbr,Submarine basalt tuff and breccia,marine volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42,541.35223,3.7631998,25.8849,25.92,285.87006,0.99000007
37,NLS_38,-123.5352232,45.54486784,8/9/06,,,,,,40.01842,,,,61,78,30.17,82,15,55,42,30.05,59,T,Thpb,Basalt of Hembre Ridge,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,pillow lavas,volcanic,42,42,42,452.8288,4.7743998,21.547,21.6,284.11002,0.98300004
38,NLS_39,-123.8479784,45.5884937,12/5/05,,,,,,38.49499,,,,34,100,30.57,37,6,31,82,30.46,33,0,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,43,43,43,677.2594,657.63837,30.515099,33.559998,276.47998,0.49600002
39,NLS_40,-123.6936741,45.73515772,5/18/05,,,,,,21.60684,,,,55,100,29.76,65,26,47,67,29.43,49,0.53,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,43,43,43,638.2056,187.2768,30.7442,30.79,284.67,0.90000004
40,NLS_41,-123.7155614,45.7341548,5/18/05,,,,,,17.63775,,,,55,100,29.76,65,26,47,67,29.43,49,0.53,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42,638.2056,187.2768,30.7442,30.79,284.67,0.90000004
41,NLS_42,-123.7412106,45.72819117,5/18/05,,,,,,42.08708,,,,55,100,29.76,65,26,47,67,29.43,49,0.53,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,43,43,43,638.2056,187.2768,30.7442,30.79,284.67,0.90000004
42,NLS_43,-123.7605594,45.72320605,5/18/05,,,,,,29.95829,,,,55,100,29.76,65,26,47,67,29.43,49,0.53,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,52,41,41,638.2056,187.2768,30.7442,30.79,284.67,0.90000004
43,NLS_44,-123.6728338,45.75513345,7/9/08,,,,,,23.83421,,,,59,100,30.08,71,21,48,53,30.04,50,0,Ttv,Tillamook Volcanics,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,43,43,43,554.8306,6.9888,26.2737,26.42,284.65005,0.99000007
44,NLS_45,-123.6981448,45.75323256,5/18/05,,,,,,34.24564,,,,55,100,29.76,65,26,47,67,29.43,49,0.53,Ttv,Tillamook Volcanics,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42,638.2056,187.2768,30.7442,30.79,284.67,0.90000004
45,NLS_46,-123.7180599,45.74783504,5/18/05,,,,,,39.59713,,,,55,100,29.76,65,26,47,67,29.43,49,0.53,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,43,43,43,638.2056,187.2768,30.7442,30.79,284.67,0.90000004
46,NLS_47,-123.6214608,45.7451906,7/9/08,,,,,,31.25655,,,,59,100,30.08,71,21,48,53,30.04,50,0,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,43,43,43,554.8306,6.9888,26.2737,26.42,284.65005,0.99000007
47,NLS_48,-123.8184227,45.70540522,5/18/05,,,,,,31.4594,,,,55,100,29.76,65,26,47,67,29.43,49,0.53,Tsf,"Tillamook Volcanics, subaerial dacite, rhyodacite, rhyolite",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,felsic composition lithologies,volcanic,43,43,43,634.4424,169.3696,30.6394,30.64,284.93002,0.87500006
48,NLS_49,-123.6101199,45.78107496,7/9/08,,,,,,34.53336,,,,59,100,30.08,71,21,48,53,30.04,50,0,Ttv,Tillamook Volcanics,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,52,41,71,554.8306,6.9888,26.2737,26.42,284.65005,0.99000007
49,NLS_50,-123.4951387,45.65953058,7/1/08,,,,,,29.10554,,,,61,96,30.05,83,8,48,45,29.9,51,0,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42,541.35223,3.7631998,25.8849,25.92,285.87006,0.99000007
50,NLS_51,-123.5030182,45.64477172,7/1/08,,,,,,35.61746,,,,61,96,30.05,83,8,48,45,29.9,51,0,Tbl,"Tillamook Volcanics, lower porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,43,43,43,541.35223,3.7631998,25.8849,25.92,285.87006,0.99000007
51,NLS_52,-123.645491,45.69885457,8/9/06,,,,,,40.08792,,,,61,78,30.17,82,15,55,42,30.05,59,T,Tsf,"Tillamook Volcanics, subaerial dacite, rhyodacite, rhyolite",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,felsic composition lithologies,volcanic,21,21,21,523.44635,7.3408,25.3598,25.38,284.09,0.984
52,NLS_53,-123.6191811,45.70319757,8/9/06,,,,,,43.71919,,,,61,78,30.17,82,15,55,42,30.05,59,T,Tsf,"Tillamook Volcanics, subaerial dacite, rhyodacite, rhyolite",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,felsic composition lithologies,volcanic,42,42,42,523.44635,7.3408,25.3598,25.38,284.09,0.984
53,NLS_54,-123.6795413,45.71977147,5/18/05,,,,,,24.85843,,,,55,100,29.76,65,26,47,67,29.43,49,0.53,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42,628.1704,146.2272,30.229,30.35,283.44,0.91800004
54,NLS_55,-123.5723666,45.84231532,7/9/08,,,,,,34.93804,,,,57,86,30.03,90,18,41,27,29.92,55,0,Tcm,Cole Mountain basalt,invasive extrusive rocks,Eocene,Goble Group,No data,basalt,plutonic,43,43,43,534.9522,4.4031997,25.6113,25.61,286.22003,0.99000007
55,NLS_56,-123.5901782,45.82931373,7/9/08,,,,,,23.15413,,,,59,100,30.08,71,21,48,53,30.04,50,0,Th,Hamlet formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Hamlet Formation,slope mudstone,sedimentary,52,52,52,534.9522,4.4031997,25.6113,25.61,286.22003,0.99000007
56,NLS_57,-123.8658174,45.83467362,4/6/05,,,,,,74.57232,,,,48,93,30.03,64,17,28,27,29.73,44,0,Tgrp,Grande Ronde Basalt subaerial basalt flows,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,42,42,42,655.9857,195.43039,31.188099,31.21,282.26,0.65300006
57,NLS_58,-123.9060762,45.83068167,4/6/05,,,,,,30.00152,,,,48,93,30.03,64,17,28,27,29.73,44,0,Tgrp,Grande Ronde Basalt subaerial basalt flows,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,42,42,42,655.9857,195.43039,31.188099,31.21,282.26,0.65300006
58,NLS_59,-123.9140657,45.81912652,4/25/05,,,,,,37.25656,,,,52,100,30.14,56,8,48,77,30.05,49,0.11,Tgrp,Grande Ronde Basalt subaerial basalt flows,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,43,43,43,655.9857,195.43039,31.188099,31.21,282.26,0.65300006
59,NLS_60,-123.9017255,45.81584532,4/25/05,,,,,,17.74416,,,,52,100,30.14,56,8,48,77,30.05,49,0.11,Tgrp,Grande Ronde Basalt subaerial basalt flows,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,21,21,21,655.9857,195.43039,31.188099,31.21,282.26,0.65300006
60,NLS_61,-123.8538528,45.81803203,4/25/05,,,,,,6.08663,,,,52,100,30.14,56,8,48,77,30.05,49,0.11,Taa,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,shelf sandstone,sedimentary,52,43,31,655.9857,195.43039,31.188099,31.21,282.26,0.65300006
61,NLS_62,-123.8247032,45.8140089,4/25/05,,,,,,9.17817,,,,52,100,30.14,56,8,48,77,30.05,49,0.11,Tsc2,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,tuffaceous sedimentary rocks,sedimentary,42,42,42,655.9857,195.43039,31.188099,31.21,282.26,0.65300006
62,NLS_63,-123.8003491,45.77264088,4/26/05,,,,,,21.63945,,,,57,100,30.13,71,10,41,57,29.98,41,0,Tsc1,"Smuggler Cove formation, lower member",marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,tuffaceous sedimentary rocks,sedimentary,42,42,42,666.4561,251.60959,31.496899,31.669998,281.1,0.72300005
63,NLS_64,-123.8760441,45.67423561,5/18/05,,,,,,0,,,,55,100,29.76,65,26,47,67,29.43,49,0.53,Tn,Nestucca Formation,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,Nestucca Formation,slope mudstone,sedimentary,71,42,42,639.332,184.8768,30.8306,30.85,284.04,0.87500006
64,NLS_65,-123.4934831,45.78289673,7/15/08,,,,,,8.02353,,,,53,67,30.01,92,17,43,21,29.92,59,0,Ttv,Tillamook Volcanics,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,52,42,71,544.6162,3.9424,25.8577,25.98,284.85004,0.99000007
65,NLS_66,-123.5203062,45.78746538,7/15/08,,,,,,21.04726,,,,53,67,30.01,92,17,43,21,29.92,59,0,Ttv,Tillamook Volcanics,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,52,71,52,544.6162,3.9424,25.8577,25.98,284.85004,0.99000007
66,NLS_67,-123.5390528,45.7922375,7/9/08,,,,,,17.55204,,,,57,86,30.03,90,18,41,27,29.92,55,0,Ttv,Tillamook Volcanics,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42,544.6162,3.9424,25.8577,25.98,284.85004,0.99000007
67,NLS_68,-123.5476527,45.83446867,7/9/08,,,,,,49.60611,,,,57,86,30.03,90,18,41,27,29.92,55,0,Ttv,Tillamook Volcanics,volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42,538.2418,3.4048,25.7657,25.77,286.51004,0.99000007
68,NLS_69,-123.7840148,45.93160885,4/5/05,,,,,,27.79214,,,,42,80,30.16,55,17,33,51,30.04,44,0.04,Tgrp,Grande Ronde Basalt subaerial basalt flows,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,43,43,43,,,,,,
69,NLS_70,-123.7768635,45.93827772,4/5/05,,,,,,26.06049,,,,42,80,30.16,55,17,33,51,30.04,44,0.04,Tgrp,Grande Ronde Basalt subaerial basalt flows,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,42,42,42,659.1089,212.0192,31.2753,31.34,281.87,0.67800003
70,NLS_71,-123.7789473,45.92406781,4/5/05,,,,,,37.09307,,,,42,80,30.16,55,17,33,51,30.04,44,0.04,Tgrp,Grande Ronde Basalt subaerial basalt flows,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,43,43,43,,,,,,
71,NLS_72,-123.8593469,45.97112891,4/4/05,,,,,,37.13497,,,,41,93,30.17,52,18,34,54,29.85,39,0.02,Tfsp,"Wanapum Basalt, Frenchman Springs Member pillow palagonite complexes",marine volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,42,42,42,659.2113,211.62239,31.2705,31.32,281.69,0.61200005
72,NLS_73,-123.7107773,45.92756627,9/8/10,,,,,,38.06942,,,,55,93,29.87,61,12,51,78,29.81,55,0.09,Tgrp,Grande Ronde Basalt subaerial basalt flows,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52,,,,,,
73,NLS_74,-123.7000481,45.92219819,9/8/10,,,,,,40.53497,,,,55,93,29.87,61,12,51,78,29.81,55,0.09,Tgrp,Grande Ronde Basalt subaerial basalt flows,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52,,,,,,
74,NLS_75,-123.703005,45.89219725,9/8/10,,,,,,11.50781,,,,55,93,29.87,61,12,51,78,29.81,55,0.09,Tscg,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,sandstone,sedimentary,52,42,71,,,,,,
75,NLS_76,-123.7475514,45.88127041,4/5/05,,,,,,48.62281,,,,42,80,30.16,55,17,33,51,30.04,44,0.04,Tsc2,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,tuffaceous sedimentary rocks,sedimentary,42,42,42,,,,,,
76,NLS_77,-123.7939769,45.87310396,4/5/05,,,,,,35.31727,,,,42,80,30.16,55,17,33,51,30.04,44,0.04,Tgrp,Grande Ronde Basalt subaerial basalt flows,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,42,42,42,,,,,,
77,NLS_78,-123.8589747,45.86600658,4/5/05,,,,,,30.96282,,,,42,80,30.16,55,17,33,51,30.04,44,0.04,Tgrp,Grande Ronde Basalt subaerial basalt flows,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,42,31,655.9857,195.43039,31.188099,31.21,282.26,0.65300006
78,NLS_79,-123.5777622,46.10455657,9/7/10,,,,,,27.52846,,,,57,100,29.89,64,7,52,64,29.77,57,0.06,Tgrp,Grande Ronde Basalt subaerial basalt flows,marine volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,71,42,31,578.5873,143.75679,29.623098,29.63,284.41,0.89400005
79,NLS_80,-123.4645945,45.93968956,8/24/10,,,,,,42.04446,,,,54,87,30.19,89,12,43,22,29.91,50,0,Ts,Sager Creek formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Sager Creek Formation,turbidite,sedimentary,41,41,41,507.99368,12.7104,24.4713,24.47,285.91,0.97400004
